dataset,img_name,l_mean,l_std,a_mean,a_std,b_mean,b_std
pannuke,1-1020_0_0_0_256_256,116.8450317,63.950609,32.94604492,11.9533747,233.9878693,35.04354098
pannuke,2-327_0_0_0_256_256,193.1923981,35.73132883,12.71884155,5.104061431,247.3249359,11.94468879
pannuke,2-51_0_0_0_256_256,190.4556732,34.0527924,19.60426331,12.18032239,241.0495453,47.72900634
pannuke,1-1883_0_0_0_256_256,228.1019897,34.58646963,5.525421143,21.15716367,201.291687,98.94734164
pannuke,1-2280_0_0_0_256_256,187.4916229,59.78432374,103.3828735,108.909523,234.4272156,55.58925577
pannuke,1-654_0_0_0_256_256,135.5367584,36.66717152,23.72247314,8.305867322,236.1921844,26.19714511
pannuke,2-1599_0_0_0_256_256,167.1968384,35.47519275,18.4407196,5.854182199,232.8802338,15.16017334
pannuke,1-1097_0_0_0_256_256,155.3084869,31.73795945,40.41056824,10.39850929,114.5400696,121.7595584
pannuke,2-544_0_0_0_256_256,237.3536072,11.85236298,2.661590576,13.53702963,26.4730835,77.5935947
pannuke,2-166_0_0_0_256_256,169.7194519,46.00057881,17.69563293,24.87249768,225.9176636,63.22834205
pannuke,1-2165_0_0_0_256_256,201.0929871,31.23018447,37.49183655,60.14937659,174.8021698,116.2430721
pannuke,1-511_0_0_0_256_256,179.6079254,31.91196076,13.13983154,2.99395291,245.7775269,6.802449606
pannuke,2-2391_0_0_0_256_256,129.1491241,29.26813476,30.63400269,4.539000626,238.741272,5.392477331
pannuke,3-667_0_0_0_256_256,187.3538818,37.80543112,19.84196472,28.95707636,212.5438232,86.24823758
pannuke,3-208_0_0_0_256_256,191.6702423,19.84098798,23.85241699,5.949310541,247.2738342,34.33521752
pannuke,1-1011_0_0_0_256_256,166.0579376,28.8492076,34.56243896,11.48460253,74.56585693,110.9490403
pannuke,1-2528_0_0_0_256_256,109.0540619,46.84294859,28.85227966,7.962088322,236.7395325,7.17454656
pannuke,2-593_0_0_0_256_256,180.3353271,52.38490087,16.7648468,31.23824463,231.7264252,57.86289876
pannuke,2-301_0_0_0_256_256,157.0149078,49.11283874,21.07661438,16.02226059,237.8511047,35.31669791
pannuke,1-1537_0_0_0_256_256,154.5261383,29.51326007,28.85153198,6.044842558,245.9165344,21.23279888
pannuke,1-1253_0_0_0_256_256,149.9141388,40.66247555,23.16833496,18.60656683,229.8101807,14.83067817
pannuke,2-500_0_0_0_256_256,174.158905,33.43824911,18.61567688,10.38129652,243.9895782,21.83855148
pannuke,1-102_0_0_0_256_256,180.5990753,39.53622605,16.19790649,13.31412358,238.1190796,47.47181696
pannuke,2-644_0_0_0_256_256,192.8829651,33.48709913,14.64437866,17.6076297,242.2015686,41.34647278
pannuke,1-1899_0_0_0_256_256,189.8322296,54.9750546,18.47454834,34.58354477,199.140564,86.73137235
pannuke,1-1688_0_0_0_256_256,133.9185486,44.51640912,28.86732483,9.24277308,221.9666901,41.22575161
pannuke,1-2342_0_0_0_256_256,177.9845581,35.61397821,21.28208923,10.24237225,216.3570099,83.65434738
pannuke,2-222_0_0_0_256_256,178.7997437,37.73255322,16.37728882,6.824737652,241.9103699,35.46671798
pannuke,1-1859_0_0_0_256_256,204.2271576,26.51996402,12.14743042,14.24957035,242.4494324,20.05878979
pannuke,1-158_0_0_0_256_256,194.4069824,26.20802743,18.62367249,9.907926984,248.1473236,25.43814261
pannuke,3-1024_0_0_0_256_256,201.3384552,20.91326056,15.68696594,26.18919352,79.56738281,116.4098326
pannuke,1-517_0_0_0_256_256,178.5035553,44.34804336,18.3717804,30.18069781,230.5183411,58.42763875
pannuke,2-328_0_0_0_256_256,190.1203613,35.84827336,14.64274597,5.982759006,246.5253296,18.5032123
pannuke,3-1407_0_0_0_256_256,132.3061371,63.17314442,24.47319031,15.96002683,211.6664886,89.47291551
pannuke,2-1604_0_0_0_256_256,168.9700623,37.04040739,17.06283569,9.865799681,232.6820984,20.22357142
pannuke,3-2704_0_0_0_256_256,169.4166107,36.96148332,19.43417358,6.705944857,231.8833313,59.23588786
pannuke,1-703_0_0_0_256_256,176.3979187,29.15520724,19.28370667,13.36167632,243.3572388,29.26356657
pannuke,3-1225_0_0_0_256_256,156.4234314,34.22528739,21.76811218,6.458281225,239.4186096,24.89737048
pannuke,2-633_0_0_0_256_256,192.1826172,50.13620463,16.75958252,33.82847412,207.0895538,92.71447348
pannuke,2-2382_0_0_0_256_256,147.8612823,29.60292123,27.7963562,3.80611131,240.4485626,5.508306445
pannuke,3-2593_0_0_0_256_256,121.1729889,32.82074716,24.78822327,5.694350258,234.2575378,19.53873032
pannuke,3-2506_0_0_0_256_256,155.6575928,43.47993346,27.09938049,6.594038953,227.3915863,66.39928729
pannuke,2-1461_0_0_0_256_256,153.6341705,45.25909168,24.6486969,13.15473807,230.9364166,54.65114306
pannuke,3-1477_0_0_0_256_256,187.7614899,35.95661916,17.23881531,10.26488572,217.9470978,86.01656622
pannuke,3-428_0_0_0_256_256,185.227829,38.40218129,18.52029419,25.1606954,238.585144,46.10140378
pannuke,2-996_0_0_0_256_256,170.5868988,36.0445381,28.31826782,13.06121123,213.5845032,86.95207473
pannuke,2-1378_0_0_0_256_256,140.5876923,52.81764346,27.8525238,19.84436117,190.5726318,99.21584628
pannuke,2-2225_0_0_0_256_256,175.6475372,37.23103935,33.64981079,38.44894138,200.9877014,97.83934134
pannuke,2-509_0_0_0_256_256,192.6185913,34.10260825,11.17156982,11.06717001,240.6592865,40.57675832
pannuke,3-1014_0_0_0_256_256,112.8232269,38.22464108,29.76255798,8.468434832,233.6598816,33.97448733
pannuke,1-951_0_0_0_256_256,191.9303436,32.08176396,31.79176331,25.4890829,236.7314606,31.95488777
pannuke,2-2015_0_0_0_256_256,167.0765686,49.42455295,19.99069214,22.93126735,233.2400665,53.08584639
pannuke,1-1858_0_0_0_256_256,172.4043121,38.08929551,17.08914185,5.23331559,235.7164307,10.37159187
pannuke,2-1834_0_0_0_256_256,168.9197083,27.26656615,19.23191833,3.584094692,243.0455322,21.40664495
pannuke,3-2661_0_0_0_256_256,177.8226929,34.14274649,21.26290894,7.306446228,230.6288452,14.9188714
pannuke,3-12_0_0_0_256_256,175.5060577,31.09716081,18.3432312,7.552313239,243.777832,25.24934167
pannuke,3-680_0_0_0_256_256,177.9705048,32.69010188,19.96252441,20.1446975,239.1443787,43.72940501
pannuke,2-1597_0_0_0_256_256,169.5995178,39.85707822,17.77775574,6.507465491,234.0224152,16.54565867
pannuke,3-1265_0_0_0_256_256,189.4198914,37.85735238,12.58105469,8.554221446,243.5843353,28.23483325
pannuke,2-1132_0_0_0_256_256,161.1609039,28.28991479,38.26675415,10.60157013,230.5722198,66.65858517
pannuke,2-275_0_0_0_256_256,174.5726013,43.4825451,21.34240723,21.97242062,241.8972473,34.4778274
pannuke,1-543_0_0_0_256_256,172.8760986,35.78888,16.44314575,6.823305473,243.7853546,17.56438421
pannuke,1-1776_0_0_0_256_256,165.5364227,37.85894477,36.65570068,19.30311341,205.9049377,93.57621179
pannuke,3-1423_0_0_0_256_256,187.8439636,42.87896236,24.91137695,20.12691333,229.7550049,63.09367241
pannuke,1-2248_0_0_0_256_256,141.8561859,35.54573864,34.28140259,10.54338656,236.440033,29.40193463
pannuke,2-194_0_0_0_256_256,189.2904663,30.84551575,21.05831909,6.58533173,235.3087006,60.05961517
pannuke,1-680_0_0_0_256_256,178.4588776,38.40019292,16.80215454,13.61074881,241.1073761,38.69830091
pannuke,1-1531_0_0_0_256_256,168.6836853,45.48863276,24.1315918,19.64111644,200.4924469,98.50041146
pannuke,3-2038_0_0_0_256_256,162.9251404,45.24819871,13.55978394,17.54369448,228.9490509,32.23564003
pannuke,3-439_0_0_0_256_256,168.7698212,34.99799249,23.51455688,7.320237577,234.6892395,52.21038734
pannuke,3-1586_0_0_0_256_256,138.0961914,48.63403324,28.30406189,12.68671341,229.5483856,57.61887346
pannuke,1-2373_0_0_0_256_256,122.6602631,23.74608146,47.83045959,6.823304439,63.71520996,102.5364524
pannuke,3-2619_0_0_0_256_256,95.74417114,24.47925944,34.72218323,5.919383842,219.6447296,74.33335634
pannuke,3-2686_0_0_0_256_256,240.571228,12.53960371,9.119995117,43.23880307,126.5218353,126.8467524
pannuke,1-1051_0_0_0_256_256,148.9919434,35.38987775,30.0491333,13.76481235,239.9413147,32.99200118
pannuke,2-97_0_0_0_256_256,186.1789856,44.24938283,16.2177887,21.78490672,229.0231628,66.28831127
pannuke,3-1146_0_0_0_256_256,156.3320618,31.47605923,44.26937866,13.79926499,85.41549683,115.6122237
pannuke,3-2078_0_0_0_256_256,172.287262,32.75236771,36.7855835,15.49066916,84.57276917,115.3210752
pannuke,3-1628_0_0_0_256_256,152.5069733,54.55985869,23.60678101,12.69806626,234.0723267,44.30180493
pannuke,3-2526_0_0_0_256_256,157.6728973,44.2104127,28.11323547,10.87472266,218.3999023,78.646286
pannuke,3-1668_0_0_0_256_256,128.1853333,18.64668105,65.11265564,7.441383964,50.83250427,44.56301437
pannuke,3-494_0_0_0_256_256,169.8830719,38.7909902,15.45808411,9.623058456,241.4158478,24.66940097
pannuke,2-2466_0_0_0_256_256,189.122757,42.69702496,25.36534119,33.9324832,215.9928589,76.86188125
pannuke,1-1683_0_0_0_256_256,186.9829712,43.05120409,9.812484741,13.59296234,197.9970856,93.12047677
pannuke,1-559_0_0_0_256_256,196.4156647,40.44133548,11.35212708,19.83069166,235.1338654,56.18406245
pannuke,1-1292_0_0_0_256_256,176.192688,46.78866704,22.141922,13.22876174,242.6829224,29.58125704
pannuke,1-2029_0_0_0_256_256,206.3290863,17.34642241,15.12149048,2.019273182,242.5771484,4.987230302
pannuke,1-1173_0_0_0_256_256,176.43367,38.23589662,15.83255005,9.469456132,240.2555542,38.85752981
pannuke,2-953_0_0_0_256_256,120.0383911,32.69919038,28.08303833,5.619441841,235.1550751,17.82418107
pannuke,3-1127_0_0_0_256_256,151.4474335,31.39172669,45.92347717,10.31336351,77.69624329,112.8712074
pannuke,2-1886_0_0_0_256_256,191.1283722,31.56217391,15.15394592,25.18401631,228.0386658,54.49150986
pannuke,1-1919_0_0_0_256_256,164.1413116,48.86909505,24.77441406,9.682561539,229.0683289,19.61936064
pannuke,1-2240_0_0_0_256_256,163.7117767,48.93281476,21.61813354,16.30754226,232.0329895,55.04344052
pannuke,3-1435_0_0_0_256_256,157.2853088,45.51964393,41.53031921,18.78347506,199.6548462,98.00727121
pannuke,3-2480_0_0_0_256_256,139.4674683,37.96428742,20.26358032,4.536205725,239.9160767,20.42213966
pannuke,2-2052_0_0_0_256_256,169.6260986,31.15674022,31.76956177,14.97153973,132.6497192,121.5297644
pannuke,3-2089_0_0_0_256_256,138.3741455,41.81955393,35.77589417,15.22755534,236.8217163,31.54275347
pannuke,1-762_0_0_0_256_256,205.4466095,33.15115629,13.89682007,7.385325607,239.4102936,26.50760315
pannuke,1-638_0_0_0_256_256,192.5089722,33.79863365,17.06105042,14.08942558,241.9437561,41.18910127
pannuke,1-2197_0_0_0_256_256,147.88974,41.30046541,36.79875183,13.05376335,168.7201233,114.493178
pannuke,2-149_0_0_0_256_256,173.3710327,36.74908445,24.57627869,5.646828148,244.9860687,29.30384716
pannuke,1-1765_0_0_0_256_256,144.5411987,79.38743835,21.37199402,23.24612104,188.9134827,103.1746048
pannuke,3-2397_0_0_0_256_256,123.1565704,46.71067591,11.53327942,3.100650787,129.5157623,121.0072665
pannuke,1-662_0_0_0_256_256,138.8078308,47.86012197,28.44406128,13.34796029,216.1035919,77.66273372
pannuke,2-1747_0_0_0_256_256,166.0410309,39.9044587,24.96514893,6.003361587,234.3791504,19.94393726
pannuke,2-969_0_0_0_256_256,135.2091827,45.44329609,30.15826416,26.15843594,191.9374695,97.1367031
pannuke,1-1583_0_0_0_256_256,134.600174,32.24517369,35.03765869,6.702857588,191.7277832,102.7944505
pannuke,1-554_0_0_0_256_256,193.7382202,31.26872459,11.4256134,12.83385069,241.8195953,36.99861268
pannuke,3-542_0_0_0_256_256,183.7224884,28.87511095,12.93875122,4.28636525,244.6960144,17.93632179
pannuke,3-2057_0_0_0_256_256,196.5614777,41.51128231,18.75723267,36.76605239,212.2619476,85.5860632
pannuke,2-649_0_0_0_256_256,187.4989319,27.9127713,18.86941528,13.97138912,241.9987793,42.1579088
pannuke,2-602_0_0_0_256_256,197.6936493,45.11573124,15.77949524,32.73667497,193.7628479,102.1618384
pannuke,2-1298_0_0_0_256_256,184.6992188,44.77544221,20.45169067,17.31568634,227.3136902,51.52635202
pannuke,1-1869_0_0_0_256_256,230.4360962,35.58337205,7.01713562,32.17967701,118.5583649,123.8841491
pannuke,2-2271_0_0_0_256_256,150.5721588,42.66730032,18.00315857,12.32932946,212.8374634,83.87493366
pannuke,3-1676_0_0_0_256_256,112.324646,68.80352773,24.49282837,18.06729205,224.8593597,59.00188517
pannuke,2-2277_0_0_0_256_256,115.1313019,50.18188888,23.69927979,5.94272155,238.1875305,13.64343093
pannuke,2-663_0_0_0_256_256,186.0071106,34.12770124,18.12277222,19.0230694,238.9019012,46.72375116
pannuke,1-623_0_0_0_256_256,181.8911133,47.33944825,17.12348938,21.59807753,233.649704,57.64877726
pannuke,1-1932_0_0_0_256_256,162.5734253,45.72957446,26.40589905,7.517311644,227.0308838,12.76178839
pannuke,3-986_0_0_0_256_256,117.7567902,47.23893236,26.79278564,24.02663026,229.8325958,43.9732693
pannuke,2-2007_0_0_0_256_256,186.3518372,26.48731701,10.52861023,10.94874865,237.9447327,44.1937391
pannuke,1-568_0_0_0_256_256,203.7934113,33.68893311,10.52937317,7.189558402,235.7186432,58.88080532
pannuke,1-302_0_0_0_256_256,181.1582184,42.80327199,16.31607056,20.33863737,240.3208618,40.90812567
pannuke,3-1373_0_0_0_256_256,175.1597595,21.76400668,32.59799194,4.345194749,234.9848938,8.666916027
pannuke,3-1944_0_0_0_256_256,191.1646729,49.40606297,49.42889404,82.28905014,165.8130493,102.2256982
pannuke,3-2583_0_0_0_256_256,165.6407166,49.03720149,17.37298584,13.37760129,229.1502686,53.30817229
pannuke,2-668_0_0_0_256_256,183.7232819,33.96899812,18.74414063,12.71734611,241.6388702,40.81301485
pannuke,1-2111_0_0_0_256_256,243.8736267,3.902575178,9.61000061,48.23466114,14.44848633,58.69260412
pannuke,3-2338_0_0_0_256_256,175.0858154,33.25472309,21.19429016,5.973588802,234.0054016,12.34720462
pannuke,3-1214_0_0_0_256_256,128.510849,45.26360041,19.95014954,7.807500489,233.0826111,35.2028924
pannuke,3-1033_0_0_0_256_256,151.1683502,25.53016034,42.19006348,7.818802701,106.1588287,120.5932711
pannuke,3-1545_0_0_0_256_256,125.9638672,33.04525992,50.08911133,13.11943217,230.5868988,9.259784461
pannuke,3-577_0_0_0_256_256,165.6477966,68.05386356,15.74816895,31.41514269,186.5299835,101.3599614
pannuke,3-2464_0_0_0_256_256,186.4999084,39.99264344,8.880447388,21.01351214,176.1102295,109.6136411
pannuke,3-1459_0_0_0_256_256,130.9953003,52.01673511,27.86576843,10.91961579,215.8399658,83.6509885
pannuke,1-609_0_0_0_256_256,229.9202881,24.41065776,4.845169067,16.17964503,120.3742828,126.4637748
pannuke,1-1401_0_0_0_256_256,159.0392761,48.05191648,27.73344421,20.72239247,223.5759735,69.27402052
pannuke,1-1115_0_0_0_256_256,172.3422394,26.88033676,31.43049622,11.2696236,228.1102905,72.94623758
pannuke,1-1871_0_0_0_256_256,176.99646,44.5683253,20.03065491,16.80378556,222.4807587,50.89309164
pannuke,1-90_0_0_0_256_256,148.0485077,53.19544858,22.0328064,24.13285217,228.9033661,56.11989389
pannuke,1-431_0_0_0_256_256,190.1720581,36.12447916,12.98716736,11.22267747,242.5292358,36.03279866
pannuke,3-1077_0_0_0_256_256,130.2289581,33.72175048,45.45658875,11.28650253,28.28388977,48.67724427
pannuke,3-624_0_0_0_256_256,161.3785706,39.32260893,20.1914978,5.39588837,242.4032745,25.11787666
pannuke,1-67_0_0_0_256_256,171.1597595,40.01962511,19.83908081,5.336130444,243.993515,25.46525578
pannuke,2-2098_0_0_0_256_256,134.6373596,34.42767615,31.13583374,7.406601068,240.0619354,34.00182463
pannuke,2-2512_0_0_0_256_256,235.4690247,22.55659898,4.845275879,16.68704147,226.2919464,76.97238449
pannuke,1-10_0_0_0_256_256,162.6515961,28.24092048,22.35655212,3.823054372,244.8270569,6.704422249
pannuke,3-1725_0_0_0_256_256,172.0913086,33.55427359,17.81700134,4.170093942,235.0783997,8.66323928
pannuke,2-184_0_0_0_256_256,197.9072113,32.33378676,16.04788208,13.48844797,244.9404907,33.39731036
pannuke,1-2223_0_0_0_256_256,160.0192261,49.65486807,28.77722168,16.77800513,222.4997101,71.92134269
pannuke,3-339_0_0_0_256_256,192.5626831,38.2167562,13.15135193,10.51522867,246.4374695,18.76663152
pannuke,3-1681_0_0_0_256_256,154.3009796,86.18364732,15.11090088,14.45376475,238.9849548,41.95551581
pannuke,2-1781_0_0_0_256_256,195.8021851,30.26715094,12.83267212,4.679066441,241.473877,8.268509212
pannuke,2-1352_0_0_0_256_256,193.9845581,44.23500874,21.86199951,21.91053473,228.1167145,66.21787047
pannuke,1-2372_0_0_0_256_256,106.8443756,40.64639081,38.5226593,9.999894982,170.3697968,113.1186543
pannuke,1-754_0_0_0_256_256,186.8815613,35.31458932,17.68768311,7.889174041,232.1663208,21.3275602
pannuke,2-1917_0_0_0_256_256,179.5987549,30.02455123,22.24771118,15.78560171,75.4776001,111.4656173
pannuke,1-356_0_0_0_256_256,197.838623,30.36754056,14.84724426,12.27638471,229.0941467,69.42785051
pannuke,1-1809_0_0_0_256_256,102.5508575,47.55934796,31.05032349,9.558819656,234.8442993,33.62298084
pannuke,1-940_0_0_0_256_256,176.7217255,41.99032847,30.18476868,28.29585572,234.6865692,52.50177331
pannuke,2-1440_0_0_0_256_256,88.24143982,36.94391788,37.18986511,7.760469818,187.8063965,107.5032501
pannuke,2-840_0_0_0_256_256,125.0674286,43.40030427,36.78985596,9.455403825,206.6855316,90.10868022
pannuke,1-371_0_0_0_256_256,185.2900085,38.30407724,20.95608521,41.48544196,233.7873993,52.48931556
pannuke,3-719_0_0_0_256_256,192.3413544,26.52602406,22.95123291,5.716092039,237.6778717,7.677068862
pannuke,1-2506_0_0_0_256_256,138.7874451,49.17572541,30.70758057,12.98644199,229.5060272,60.0871569
pannuke,2-1190_0_0_0_256_256,191.7682343,46.51191456,17.10067749,27.921194,224.784317,72.42898642
pannuke,2-330_0_0_0_256_256,192.837204,30.01878179,13.15428162,6.085412288,246.3065643,19.08228746
pannuke,3-1780_0_0_0_256_256,232.0565033,24.14855685,7.847976685,24.28352238,175.2208862,113.9947548
pannuke,1-2655_0_0_0_256_256,195.9394073,34.36947319,22.16061401,9.23189722,240.4534454,22.26561676
pannuke,1-410_0_0_0_256_256,186.2011414,33.98014354,12.86680603,8.346271811,244.4652252,21.77874006
pannuke,1-1906_0_0_0_256_256,167.9310608,49.29692554,22.68347168,9.248617481,229.7745667,18.20824409
pannuke,3-753_0_0_0_256_256,186.5045776,37.11068349,24.47853088,7.690887244,235.4178772,44.18181119
pannuke,3-1627_0_0_0_256_256,155.4446869,50.78612048,25.03930664,13.62330365,228.7360992,61.99228187
pannuke,2-1739_0_0_0_256_256,133.0713196,37.79877936,28.39341736,3.685628167,226.7789764,9.032398379
pannuke,2-1710_0_0_0_256_256,142.4455872,32.69183122,23.94873047,4.166011018,227.0688477,8.826668989
pannuke,3-495_0_0_0_256_256,174.6607208,43.56375696,13.43849182,7.349642396,240.9550934,32.61330975
pannuke,1-1259_0_0_0_256_256,144.2641449,38.41514935,24.13409424,14.23762032,229.1213226,9.474018397
pannuke,2-1608_0_0_0_256_256,204.3696136,41.52544383,18.30207825,45.65508271,212.2105713,81.24177036
pannuke,1-2606_0_0_0_256_256,212.1084137,29.146618,13.3182373,14.67578325,235.9875946,45.42922716
pannuke,3-2512_0_0_0_256_256,135.122757,47.91727399,34.05458069,12.46141369,204.1426697,93.91284717
pannuke,1-2063_0_0_0_256_256,91.63528442,33.58397082,40.63787842,7.736298422,174.8407288,111.7758959
pannuke,2-2060_0_0_0_256_256,127.021286,31.8629576,37.93438721,6.887410967,203.8750153,92.85621843
pannuke,1-224_0_0_0_256_256,173.1290436,40.90308737,16.56813049,4.574817153,243.2221985,22.10202725
pannuke,1-2217_0_0_0_256_256,141.499115,45.28430055,38.30618286,11.36357608,165.5190125,115.3479404
pannuke,1-2638_0_0_0_256_256,173.0657654,31.8592827,27.58322144,10.33602321,237.0336761,32.36400348
pannuke,3-508_0_0_0_256_256,171.9475861,50.77131618,12.80215454,8.53501478,241.6556854,29.11793938
pannuke,2-707_0_0_0_256_256,181.0715637,41.55567642,23.07440186,12.04754199,225.4637909,51.2520439
pannuke,1-753_0_0_0_256_256,190.4590912,35.35572712,19.39173889,6.462222004,239.6448975,17.03916014
pannuke,3-1783_0_0_0_256_256,132.3720703,41.52119721,32.16091919,8.918983279,218.0256958,17.25181094
pannuke,1-2581_0_0_0_256_256,155.8344269,35.09240608,24.57926941,11.20545802,237.7136993,25.08292313
pannuke,3-260_0_0_0_256_256,173.0575714,35.50892888,18.79960632,8.628206165,243.2569733,25.06778874
pannuke,1-1724_0_0_0_256_256,217.1651764,42.29978889,8.129547119,18.65353119,101.6252747,122.9567372
pannuke,3-2065_0_0_0_256_256,242.966095,6.177137125,8.17010498,44.09465902,7.350982666,41.47563443
pannuke,3-2287_0_0_0_256_256,128.4364777,64.07651685,25.93989563,13.09393077,230.8205872,48.2692533
pannuke,3-2149_0_0_0_256_256,188.0439453,24.12855857,22.70645142,7.220614859,244.4075165,11.99232076
pannuke,2-2455_0_0_0_256_256,172.1161194,33.13511885,22.24320984,5.960674447,228.9158325,13.61731957
pannuke,2-2085_0_0_0_256_256,137.6045074,37.44294452,30.06834412,6.124131603,242.8825073,28.11726546
pannuke,3-145_0_0_0_256_256,187.9832764,34.7316248,17.3053894,8.067710375,246.1004333,26.70517032
pannuke,1-2097_0_0_0_256_256,187.161377,18.05882623,26.90028381,5.735755,231.4677734,67.99286075
pannuke,3-2260_0_0_0_256_256,209.8268127,41.32265558,28.87539673,67.78502271,185.1146698,107.1243849
pannuke,2-2061_0_0_0_256_256,120.4506226,33.55942519,32.73855591,5.657631609,237.5683441,32.0694075
pannuke,3-618_0_0_0_256_256,175.5313873,50.76101481,17.10690308,23.51186608,221.8457184,70.29535436
pannuke,3-958_0_0_0_256_256,113.3968506,42.29673191,28.24308777,21.81104923,233.0657806,36.44798678
pannuke,1-632_0_0_0_256_256,201.4598083,31.420542,17.01750183,14.55116187,239.3512421,54.50956625
pannuke,3-2341_0_0_0_256_256,183.3008118,32.59401961,19.43467712,7.212116423,237.0406799,12.06523049
pannuke,1-1111_0_0_0_256_256,146.5281067,35.32933483,31.94552612,7.485677169,205.7068329,88.9919624
pannuke,3-2145_0_0_0_256_256,182.6983643,20.4741857,21.8946228,4.005726082,243.1557312,5.243349651
pannuke,2-2510_0_0_0_256_256,236.0084534,16.14835591,4.837036133,9.038668782,244.2830963,44.40512991
pannuke,2-472_0_0_0_256_256,204.6470184,31.1702159,16.26882935,37.368987,225.0675964,73.98996672
pannuke,3-615_0_0_0_256_256,164.6396942,45.19639069,20.38725281,27.60656756,230.4285431,52.81228582
pannuke,1-2644_0_0_0_256_256,186.5648346,34.9735619,20.89038086,7.100129737,233.1474304,13.45740459
pannuke,1-2557_0_0_0_256_256,152.3505249,31.34068622,29.88523865,4.787220345,234.5139008,54.52193819
pannuke,1-993_0_0_0_256_256,154.942749,45.44574952,17.78808594,16.91450677,234.5073547,48.02551997
pannuke,3-1709_0_0_0_256_256,146.1605835,31.69966233,22.48007202,2.817232277,229.9649963,8.253437322
pannuke,3-745_0_0_0_256_256,171.2847443,26.11739414,32.78518677,4.097467933,240.9966583,6.608929723
pannuke,3-1694_0_0_0_256_256,82.83071899,35.6634096,34.77667236,8.636187279,222.8052979,61.96119997
pannuke,2-24_0_0_0_256_256,201.5364532,33.69707514,16.88430786,34.61010352,210.4810028,90.4282082
pannuke,3-1368_0_0_0_256_256,177.903244,43.67197449,20.68818665,12.58508341,230.9988556,33.35227093
pannuke,2-1076_0_0_0_256_256,154.6173859,26.35016376,24.15292358,4.969240406,231.5673676,6.065907664
pannuke,2-2266_0_0_0_256_256,195.3891449,40.99621763,16.50682068,38.41550179,183.6868896,109.6070254
pannuke,2-790_0_0_0_256_256,130.8004913,35.18412966,32.51408386,5.420989831,241.9650574,21.5268458
pannuke,3-2182_0_0_0_256_256,118.6283112,47.91722743,35.39981079,17.25947738,173.2306366,109.3065996
pannuke,3-2185_0_0_0_256_256,139.5884705,35.94598003,37.86987305,6.810717179,228.0723114,9.422555424
pannuke,1-745_0_0_0_256_256,110.9744873,56.41704003,16.65490723,6.82459481,194.8742981,99.38096349
pannuke,1-1767_0_0_0_256_256,101.8396912,62.88182462,28.75996399,15.79388562,225.1951752,65.1365519
pannuke,3-1359_0_0_0_256_256,217.9423981,31.83260325,9.778762817,9.756762605,212.2229004,85.97333946
pannuke,3-2493_0_0_0_256_256,113.7596283,38.390889,27.7447052,5.988434979,233.9863434,23.3762379
pannuke,3-26_0_0_0_256_256,183.3474121,34.84695677,22.77886963,18.1776954,243.7381897,39.88736313
pannuke,3-249_0_0_0_256_256,145.0069122,51.12586193,19.85339355,7.222289071,240.3342438,13.67734789
pannuke,2-1070_0_0_0_256_256,156.5795898,26.43339687,44.97973633,9.823016584,80.17127991,113.9737515
pannuke,2-970_0_0_0_256_256,142.5802612,39.92521272,25.12355042,12.6167537,217.2953339,76.46462921
pannuke,2-2_0_0_0_256_256,175.0607605,36.61986395,20.65336609,14.11686892,238.7878876,44.78884181
pannuke,1-173_0_0_0_256_256,180.3021851,34.54723619,24.48892212,14.13083654,233.9730682,59.95372507
pannuke,3-2146_0_0_0_256_256,179.2521057,20.24178749,22.72483826,3.52504166,241.9212036,7.751477595
pannuke,3-204_0_0_0_256_256,184.8869781,31.89835806,18.95230103,5.505815924,242.7060852,38.25368439
pannuke,3-1697_0_0_0_256_256,130.9385071,26.4028151,31.90296936,5.680590087,225.9480438,64.71675347
pannuke,1-760_0_0_0_256_256,200.7379456,39.71428904,14.29623413,9.577505994,235.3463593,36.25678921
pannuke,3-853_0_0_0_256_256,116.7816772,64.74609767,21.74913025,13.00383435,234.7002411,32.35693474
pannuke,3-1815_0_0_0_256_256,155.3083801,42.84672083,21.68295288,6.578408446,231.901001,15.72472458
pannuke,2-212_0_0_0_256_256,190.3235016,25.59197819,24.60137939,14.06180469,235.0516052,62.49035002
pannuke,1-1625_0_0_0_256_256,123.4560699,37.04724106,27.55310059,5.196336262,235.1486969,21.79286966
pannuke,1-2054_0_0_0_256_256,185.4560242,39.02528682,15.52108765,7.672132419,236.2406311,23.17607695
pannuke,3-978_0_0_0_256_256,117.2953186,47.93862972,27.32095337,25.53398503,228.0936127,48.28008075
pannuke,3-2337_0_0_0_256_256,213.6114197,33.79531879,8.569351196,6.262534792,234.4171906,53.24176314
pannuke,2-487_0_0_0_256_256,184.7874908,36.19652689,16.93902588,17.25294286,243.7877655,28.71109562
pannuke,1-1315_0_0_0_256_256,114.1206512,39.86872628,21.49232483,5.581598155,236.8956604,10.63990548
pannuke,1-1904_0_0_0_256_256,123.6985779,41.63079807,30.75878906,5.11081267,222.4663239,7.56672354
pannuke,2-1647_0_0_0_256_256,144.061615,42.05751191,31.16586304,5.76577991,222.5081482,10.13112702
pannuke,3-1564_0_0_0_256_256,178.5925751,24.53899732,24.42523193,6.248800711,234.8376312,58.83437561
pannuke,2-1707_0_0_0_256_256,173.6098938,41.79799987,18.58839417,10.21297107,222.474762,56.31253011
